year,chapter,district,case_count
2014,13,cacbk,10579
2014,13,caebk,60
2014,13,canbk,3778
2014,13,casbk,1936
2014,13,cobk,2591
2014,13,ctbk,970
2014,13,dcbk,299
2014,13,debk,705
2014,13,flmbk,10226
2014,13,flnbk,484
2014,13,flsbk,11792
2014,13,gambk,6069
2014,13,ganbk,14103
2014,13,gasbk,6125
2014,13,gubk,98
2014,13,hibk,498
2014,13,ianbk,95
2014,13,iasbk,292
2014,13,idbk,429
2014,13,ilcbk,1037
2014,13,ilnbk,17767
2014,13,ilsbk,1302
2014,13,innbk,2513
2014,13,insbk,4775
2014,13,ksbk,2811
2014,13,kyebk,2093
2014,13,kywbk,2005
2014,13,laebk,1764
2014,13,lambk,680
2014,13,lawbk,7667
2014,13,mabk,1975
2014,13,mdbk,4931
2014,13,mebk,530
2014,13,miebk,4901
2014,13,miwbk,1285
2014,13,mnbk,1778
2014,13,moebk,3354
2014,13,mowbk,2533
2014,13,msnbk,2794
2014,13,mssbk,2866
2014,13,mtbk,158
2014,13,ncebk,5054
2014,13,ncmbk,2425
2014,13,ncwbk,1897
2014,13,ndbk,63
2014,13,nebk,1392
2014,13,nhbk,460
2014,13,njbk,6188
2014,13,nmbk,233
2014,13,nmibk,8
2014,13,nvbk,1739
2014,13,nyebk,1561
2014,13,nynbk,1258
2014,13,nysbk,1240
2014,13,nywbk,1230
2014,13,ohnbk,3654
2014,13,ohsbk,5339
2014,13,okebk,113
2014,13,oknbk,247
2014,13,okwbk,1050
2014,13,orbk,2163
2014,13,paebk,4066
2014,13,pambk,1943
2014,13,pawbk,2292
2014,13,prbk,6208
2014,13,scbk,4177
2014,13,sdbk,113
2014,13,tnebk,5001
2014,13,tnmbk,3983
2014,13,tnwbk,12350
2014,13,txebk,2396
2014,13,txnbk,6785
2014,13,txsbk,5739
2014,13,txwbk,3892
2014,13,utbk,4479
2014,13,vaebk,6531
2014,13,vawbk,1775
2014,13,vibk,27
2014,13,vtbk,155
2014,13,waebk,909
2014,13,wawbk,3378
2014,13,wiebk,3979
2014,13,wiwbk,733
2014,13,wvnbk,165
2014,13,wvsbk,184
2014,13,wybk,109
2014,7,akbk,18319
2014,7,almbk,2135
2014,7,alnbk,7406
2014,7,alsbk,1503
2014,7,arebk,3456
2014,7,arwbk,2475
2014,7,azbk,9565
2014,7,cacbk,49521
2014,7,caebk,394
2014,7,canbk,18538
2014,7,casbk,8996
2014,7,cobk,15800
2014,7,ctbk,5976
2014,7,dcbk,1817
2014,7,debk,1819
2014,7,flmbk,26826
2014,7,flnbk,2544
2014,7,flsbk,18349
2014,7,gambk,3429
2014,7,ganbk,21382
2014,7,gasbk,2266
2014,7,gubk,648
2014,7,hibk,1296
2014,7,ianbk,1967
2014,7,iasbk,2905
2014,7,idbk,4525
2014,7,ilcbk,5029
2014,7,ilnbk,33707
2014,7,ilsbk,2898
2014,7,innbk,9417
2014,7,insbk,13302
2014,7,ksbk,4865
2014,7,kyebk,6613
2014,7,kywbk,6704
2014,7,laebk,1831
2014,7,lambk,976
2014,7,lawbk,2439
2014,7,mabk,8738
2014,7,mdbk,15949
2014,7,mebk,2145
2014,7,miebk,22856
2014,7,miwbk,7652
2014,7,mnbk,10887
2014,7,moebk,9075
2014,7,mowbk,6918
2014,7,msnbk,2226
2014,7,mssbk,3539
2014,7,mtbk,1449
2014,7,ncebk,2521
2014,7,ncmbk,2081
2014,7,ncwbk,2963
2014,7,ndbk,641
2014,7,nebk,3405
2014,7,nhbk,2660
2014,7,njbk,21492
2014,7,nmbk,3699
2014,7,nmibk,23
2014,7,nvbk,9736
2014,7,nyebk,11232
2014,7,nynbk,5914
2014,7,nysbk,6758
2014,7,nywbk,3683
2014,7,ohnbk,18942
2014,7,ohsbk,14487
2014,7,okebk,1432
2014,7,oknbk,2665
2014,7,okwbk,4532
2014,7,orbk,10466
2014,7,paebk,6458
2014,7,pambk,4268
2014,7,pawbk,5337
2014,7,prbk,4957
2014,7,scbk,3312
2014,7,sdbk,1119
2014,7,tnebk,7347
2014,7,tnmbk,6468
2014,7,tnwbk,4843
2014,7,txebk,2707
2014,7,txnbk,6435
2014,7,txsbk,3927
2014,7,txwbk,4659
2014,7,utbk,9335
2014,7,vaebk,11989
2014,7,vawbk,4146
2014,7,vibk,120
2014,7,vtbk,614
2014,7,waebk,3912
2014,7,wawbk,13885
2014,7,wiebk,12041
2014,7,wiwbk,4858
2014,7,wvnbk,1286
2014,7,wvsbk,1767
2014,7,wybk,912
2015,11,akbk,211
2015,11,almbk,10
2015,11,alnbk,37
2015,11,alsbk,20
2015,11,arebk,16
2015,11,arwbk,19
2015,11,azbk,213
2015,11,cacbk,386
2015,11,caebk,5
2015,11,canbk,78
2015,11,casbk,21
2015,11,cobk,77
2015,11,ctbk,87
2015,11,dcbk,11
2015,11,debk,386
2015,11,flmbk,329
2015,11,flnbk,28
2015,11,flsbk,282
2015,11,gambk,19
2015,11,ganbk,121
2015,11,gasbk,11
2015,11,gubk,14
2015,11,hibk,13
2015,11,ianbk,1
2015,11,iasbk,10
2015,11,idbk,14
2015,11,ilcbk,26
2015,11,ilnbk,334
2015,11,ilsbk,9
2015,11,innbk,27
2015,11,insbk,33
2015,11,ksbk,22
2015,11,kyebk,40
2015,11,kywbk,23
2015,11,laebk,23
2015,11,lambk,8
2015,11,lawbk,59
2015,11,mabk,101
2015,11,mdbk,173
2015,11,mebk,24
2015,11,miebk,102
2015,11,miwbk,25
2015,11,mnbk,36
2015,11,moebk,13
2015,11,mowbk,33
2015,11,msnbk,12
2015,11,mssbk,29
2015,11,mtbk,3
2015,11,ncebk,75
2015,11,ncmbk,7
2015,11,ncwbk,33
2015,11,ndbk,2
2015,11,nebk,7
2015,11,nhbk,7
2015,11,njbk,207
2015,11,nmbk,29
2015,11,nmibk,3
2015,11,nvbk,174
2015,11,nyebk,198
2015,11,nynbk,30
2015,11,nysbk,446
2015,11,nywbk,43
2015,11,ohnbk,33
2015,11,ohsbk,24
2015,11,okebk,5
2015,11,oknbk,3
2015,11,okwbk,16
2015,11,orbk,22
2015,11,paebk,102
2015,11,pambk,31
2015,11,pawbk,53
2015,11,prbk,156
2015,11,scbk,25
2015,11,sdbk,2
2015,11,tnebk,35
2015,11,tnmbk,57
2015,11,tnwbk,26
2015,11,txebk,61
2015,11,txnbk,153
2015,11,txsbk,164
2015,11,txwbk,97
2015,11,utbk,33
2015,11,vaebk,282
2015,11,vawbk,44
2015,11,waebk,11
2015,11,wawbk,90
2015,11,wiebk,19
2015,11,wiwbk,18
2015,11,wvnbk,5
2015,11,wvsbk,12
2015,11,wybk,3
2015,12,akbk,1
2015,12,almbk,4
2015,12,alnbk,1
2015,12,arebk,5
2015,12,arwbk,9
2015,12,azbk,1
2015,12,cacbk,3
2015,12,canbk,11
2015,12,casbk,1
2015,12,cobk,3
2015,12,ctbk,2
2015,12,dcbk,6
2015,12,flmbk,16
2015,12,flnbk,4
2015,12,flsbk,3
2015,12,gambk,17
2015,12,ganbk,7
2015,12,gasbk,9
2015,12,ianbk,8
2015,12,iasbk,1
2015,12,idbk,3
2015,12,ilcbk,2
2015,12,ilnbk,1
2015,12,ilsbk,5
2015,12,innbk,7
2015,12,insbk,4
2015,12,ksbk,8
2015,12,kyebk,5
2015,12,kywbk,4
2015,12,lawbk,4
2015,12,mabk,10
2015,12,mdbk,1
2015,12,mebk,1
2015,12,miebk,10
2015,12,miwbk,15
2015,12,mnbk,15
2015,12,moebk,1
2015,12,mowbk,3
2015,12,msnbk,1
2015,12,mssbk,3
2015,12,mtbk,2
2015,12,ncebk,8
2015,12,ncwbk,2
2015,12,nebk,5
2015,12,nmbk,3
2015,12,nyebk,3
2015,12,nynbk,12
2015,12,nysbk,2
2015,12,nywbk,2
2015,12,ohsbk,6
2015,12,okebk,1
2015,12,okwbk,3
2015,12,orbk,1
2015,12,paebk,2
2015,12,pambk,2
2015,12,pawbk,6
2015,12,prbk,15
2015,12,sdbk,5
2015,12,tnebk,7
2015,12,tnmbk,1
2015,12,txnbk,7
2015,12,txsbk,3
2015,12,vaebk,2
2015,12,vawbk,4
2015,12,vtbk,4
2015,12,waebk,2
2015,12,wiebk,9
2015,12,wiwbk,16
2015,12,wvsbk,1
2015,13,akbk,2135
2015,13,almbk,6095
2015,13,alnbk,5840
2015,13,alsbk,2898
2015,13,arebk,3567
2015,13,arwbk,1358
2015,13,azbk,4912
2015,13,cacbk,10235
2015,13,caebk,71
2015,13,canbk,3481
2015,13,casbk,1769
2015,13,cobk,2571
2015,13,ctbk,1009
2015,13,dcbk,255
2015,13,debk,648
2015,13,flmbk,9209
2015,13,flnbk,512
2015,13,flsbk,10298
2015,13,gambk,5950
2015,13,ganbk,14681
2015,13,gasbk,5907
2015,13,gubk,109
2015,13,hibk,423
2015,13,ianbk,97
2015,13,iasbk,274
2015,13,idbk,415
2015,13,ilcbk,907
2015,13,ilnbk,19342
2015,13,ilsbk,1255
2015,13,innbk,2579
2015,13,insbk,4522
2015,13,ksbk,2744
2015,13,kyebk,2030
2015,13,kywbk,2016
2015,13,laebk,1836
2015,13,lambk,665
2015,13,lawbk,6788
2015,13,mabk,2024
2015,13,mdbk,4702
2015,13,mebk,465
2015,13,miebk,5155
2015,13,miwbk,1282
2015,13,mnbk,1506
2015,13,moebk,3371
2015,13,mowbk,2410
2015,13,msnbk,2659
2015,13,mssbk,2720
2015,13,mtbk,149
2015,13,ncebk,4786
2015,13,ncmbk,2340
2015,13,ncwbk,1734
2015,13,ndbk,46
2015,13,nebk,1276
2015,13,nhbk,402
2015,13,njbk,6582
2015,13,nmbk,225
2015,13,nmibk,5
2015,13,nvbk,1779
2015,13,nyebk,2076
2015,13,nynbk,1283
2015,13,nysbk,1384
2015,13,nywbk,1180
2015,13,ohnbk,3471
2015,13,ohsbk,5579
2015,13,okebk,156
2015,13,oknbk,282
2015,13,okwbk,975
2015,13,orbk,1986
2015,13,paebk,3914
2015,13,pambk,1868
2015,13,pawbk,2232
2015,13,prbk,5547
2015,13,scbk,4000
2015,13,sdbk,110
2015,13,tnebk,4887
2015,13,tnmbk,4110
2015,13,tnwbk,11375
2015,13,txebk,2313
2015,13,txnbk,6520
2015,13,txsbk,5703
2015,13,txwbk,3707
2015,13,utbk,4413
2015,13,vaebk,6349
2015,13,vawbk,1832
2015,13,vibk,26
2015,13,vtbk,115
2015,13,waebk,900
2015,13,wawbk,3406
2015,13,wiebk,3895
2015,13,wiwbk,704
2015,13,wvnbk,163
2015,13,wvsbk,217
2015,13,wybk,88
2015,7,akbk,15109
2015,7,almbk,2069
2015,7,alnbk,7139
2015,7,alsbk,1429
2015,7,arebk,3188
2015,7,arwbk,2102
2015,7,azbk,6824
2015,7,cacbk,37932
2015,7,caebk,350
2015,7,canbk,14186
2015,7,casbk,7099
2015,7,cobk,12734
2015,7,ctbk,5399
2015,7,dcbk,1657
2015,7,debk,1649
2015,7,flmbk,21983
2015,7,flnbk,2337
2015,7,flsbk,14155
2015,7,gambk,3133
2015,7,ganbk,19506
2015,7,gasbk,1942
2015,7,gubk,600
2015,7,hibk,1157
2015,7,ianbk,1701
2015,7,iasbk,2488
2015,7,idbk,3732
2015,7,ilcbk,4500
2015,7,ilnbk,28927
2015,7,ilsbk,2671
2015,7,innbk,8431
2015,7,insbk,11719
2015,7,ksbk,4224
2015,7,kyebk,5908
2015,7,kywbk,5671
2015,7,laebk,1591
2015,7,lambk,942
2015,7,lawbk,2050
2015,7,mabk,7162
2015,7,mdbk,13647
2015,7,mebk,1721
2015,7,miebk,20462
2015,7,miwbk,6279
2015,7,mnbk,9421
2015,7,moebk,8171
2015,7,mowbk,5841
2015,7,msnbk,2009
2015,7,mssbk,3433
2015,7,mtbk,1156
2015,7,ncebk,2439
2015,7,ncmbk,1923
2015,7,ncwbk,2564
2015,7,ndbk,544
2015,7,nebk,2954
2015,7,nhbk,2202
2015,7,njbk,18888
2015,7,nmbk,3252
2015,7,nmibk,18
2015,7,nvbk,7953
2015,7,nyebk,9447
2015,7,nynbk,5355
2015,7,nysbk,5934
2015,7,nywbk,3335
2015,7,ohnbk,17139
2015,7,ohsbk,13083
2015,7,okebk,1296
2015,7,oknbk,2238
2015,7,okwbk,4219
2015,7,orbk,9127
2015,7,paebk,5569
2015,7,pambk,3942
2015,7,pawbk,4847
2015,7,prbk,4821
2015,7,scbk,3064
2015,7,sdbk,993
2015,7,tnebk,6688
2015,7,tnmbk,5319
2015,7,tnwbk,4149
2015,7,txebk,2272
2015,7,txnbk,5664
2015,7,txsbk,3491
2015,7,txwbk,4236
2015,7,utbk,8074
2015,7,vaebk,11004
2015,7,vawbk,3709
2015,7,vibk,107
2015,7,vtbk,546
2015,7,waebk,3537
2015,7,wawbk,11082
2015,7,wiebk,10397
2015,7,wiwbk,4089
2015,7,wvnbk,1148
2015,7,wvsbk,1700
2015,7,wybk,830
2016,11,akbk,234
2016,11,almbk,13
2016,11,alnbk,29
2016,11,alsbk,20
2016,11,arebk,16
2016,11,arwbk,14
2016,11,azbk,171
2016,11,cacbk,423
2016,11,caebk,18
2016,11,canbk,61
2016,11,casbk,33
2016,11,cobk,55
2016,11,ctbk,68
2016,11,dcbk,11
2016,11,debk,554
2016,11,flmbk,315
2016,11,flnbk,38
2016,11,flsbk,265
2016,11,gambk,26
2016,11,ganbk,109
2016,11,gasbk,22
2016,11,gubk,25
2016,11,hibk,15
2016,11,ianbk,1
2016,11,iasbk,6
2016,11,idbk,12
2016,11,ilcbk,4
2016,11,ilnbk,112
2016,11,ilsbk,5
2016,11,innbk,34
2016,11,insbk,34
2016,11,ksbk,113
2016,11,kyebk,15
2016,11,kywbk,14
2016,11,laebk,26
2016,11,lambk,11
2016,11,lawbk,53
2016,11,mabk,116
2016,11,mdbk,128
2016,11,mebk,15
2016,11,miebk,113
2016,11,miwbk,22
2016,11,mnbk,16
2016,11,moebk,275
2016,11,mowbk,27
2016,11,msnbk,15
2016,11,mssbk,26
2016,11,mtbk,9
2016,11,ncebk,70
2016,11,ncmbk,8
2016,11,ncwbk,36
2016,11,ndbk,5
2016,11,nebk,10
2016,11,nhbk,7
2016,11,njbk,203
2016,11,nmbk,30
2016,11,nmibk,2
2016,11,nvbk,182
2016,11,nyebk,167
2016,11,nynbk,38
2016,11,nysbk,472
2016,11,nywbk,32
2016,11,ohnbk,71
2016,11,ohsbk,10
2016,11,okebk,5
2016,11,oknbk,4
2016,11,okwbk,19
2016,11,orbk,22
2016,11,paebk,83
2016,11,pambk,27
2016,11,pawbk,91
2016,11,prbk,263
2016,11,scbk,29
2016,11,sdbk,2
2016,11,tnebk,37
2016,11,tnmbk,68
2016,11,tnwbk,33
2016,11,txebk,76
2016,11,txnbk,178
2016,11,txsbk,272
2016,11,txwbk,157
2016,11,utbk,22
2016,11,vaebk,103
2016,11,vawbk,18
2016,11,vibk,2
2016,11,vtbk,1
2016,11,waebk,10
2016,11,wawbk,85
2016,11,wiebk,23
2016,11,wiwbk,21
2016,11,wvnbk,13
2016,11,wvsbk,20
2016,11,wybk,4
2016,12,akbk,1
2016,12,arebk,7
2016,12,arwbk,7
2016,12,azbk,2
2016,12,cacbk,8
2016,12,canbk,14
2016,12,casbk,1
2016,12,cobk,1
2016,12,ctbk,2
2016,12,dcbk,3
2016,12,flmbk,16
2016,12,flnbk,2
2016,12,flsbk,1
2016,12,gambk,30
2016,12,ganbk,1
2016,12,gasbk,8
2016,12,ianbk,9
2016,12,iasbk,8
2016,12,idbk,2
2016,12,ilcbk,4
2016,12,ilnbk,3
2016,12,ilsbk,4
2016,12,innbk,5
2016,12,insbk,3
2016,12,ksbk,17
2016,12,kyebk,3
2016,12,kywbk,9
2016,12,lawbk,6
2016,12,mabk,12
2016,12,mdbk,6
2016,12,mebk,1
2016,12,miebk,17
2016,12,miwbk,3
2016,12,mnbk,13
2016,12,moebk,4
2016,12,mowbk,2
2016,12,msnbk,8
2016,12,mssbk,1
2016,12,mtbk,3
2016,12,ncebk,5
2016,12,ncwbk,1
2016,12,ndbk,4
2016,12,nebk,12
2016,12,njbk,4
2016,12,nmbk,2
2016,12,nyebk,1
2016,12,nynbk,18
2016,12,nysbk,1
2016,12,nywbk,3
2016,12,ohnbk,1
2016,12,ohsbk,1
2016,12,okebk,2
2016,12,oknbk,2
2016,12,orbk,5
2016,12,paebk,2
2016,12,pambk,1
2016,12,pawbk,8
2016,12,prbk,23
2016,12,scbk,7
2016,12,sdbk,4
2016,12,tnebk,4
2016,12,txnbk,7
2016,12,txsbk,3
2016,12,vaebk,2
2016,12,vawbk,4
2016,12,waebk,3
2016,12,wawbk,3
2016,12,wiebk,15
2016,12,wiwbk,14
2016,13,akbk,2329
2016,13,almbk,5826
2016,13,alnbk,6237
2016,13,alsbk,3020
2016,13,arebk,3774
2016,13,arwbk,1338
2016,13,azbk,4721
2016,13,cacbk,10201
2016,13,caebk,52
2016,13,canbk,3448
2016,13,casbk,1717
2016,13,cobk,2502
2016,13,ctbk,1057
2016,13,dcbk,244
2016,13,debk,690
2016,13,flmbk,7930
2016,13,flnbk,438
2016,13,flsbk,8728
2016,13,gambk,5424
2016,13,ganbk,14588
2016,13,gasbk,5493
2016,13,gubk,116
2016,13,hibk,439
2016,13,ianbk,131
2016,13,iasbk,322
2016,13,idbk,406
2016,13,ilcbk,844
2016,13,ilnbk,19096
2016,13,ilsbk,1173
2016,13,innbk,2537
2016,13,insbk,4209
2016,13,ksbk,2454
2016,13,kyebk,2132
2016,13,kywbk,2303
2016,13,laebk,1719
2016,13,lambk,616
2016,13,lawbk,6697
2016,13,mabk,2509
2016,13,mdbk,5183
2016,13,mebk,400
2016,13,miebk,5144
2016,13,miwbk,1334
2016,13,mnbk,1414
2016,13,moebk,3346
2016,13,mowbk,2345
2016,13,msnbk,2573
2016,13,mssbk,2947
2016,13,mtbk,165
2016,13,ncebk,4382
2016,13,ncmbk,2197
2016,13,ncwbk,1889
2016,13,ndbk,77
2016,13,nebk,1261
2016,13,nhbk,485
2016,13,njbk,7922
2016,13,nmbk,268
2016,13,nmibk,7
2016,13,nvbk,1789
2016,13,nyebk,2919
2016,13,nynbk,1193
2016,13,nysbk,1527
2016,13,nywbk,1100
2016,13,ohnbk,3332
2016,13,ohsbk,5200
2016,13,okebk,108
2016,13,oknbk,229
2016,13,okwbk,1027
2016,13,orbk,1929
2016,13,paebk,4177
2016,13,pambk,1905
2016,13,pawbk,2381
2016,13,prbk,5623
2016,13,scbk,3813
2016,13,sdbk,102
2016,13,tnebk,4844
2016,13,tnmbk,4333
2016,13,tnwbk,11010
2016,13,txebk,2367
2016,13,txnbk,6483
2016,13,txsbk,5331
2016,13,txwbk,3531
2016,13,utbk,4420
2016,13,vaebk,6658
2016,13,vawbk,2002
2016,13,vibk,27
2016,13,vtbk,99
2016,13,waebk,928
2016,13,wawbk,3284
2016,13,wiebk,4005
2016,13,wiwbk,716
2016,13,wvnbk,174
2016,13,wvsbk,185
2016,13,wybk,98
2016,7,akbk,13334
2016,7,almbk,2171
2016,7,alnbk,7367
2016,7,alsbk,1424
2016,7,arebk,3475
2016,7,arwbk,1906
2016,7,azbk,5721
2016,7,cacbk,31626
2016,7,caebk,364
2016,7,canbk,12094
2016,7,casbk,6512
2016,7,cobk,10630
2016,7,ctbk,4805
2016,7,dcbk,1356
2016,7,debk,1574
2016,7,flmbk,17726
2016,7,flnbk,1984
2016,7,flsbk,10336
2016,7,gambk,2926
2016,7,ganbk,17740
2016,7,gasbk,1769
2016,7,gubk,556
2016,7,hibk,1009
2016,7,ianbk,1585
2016,7,iasbk,2300
2016,7,idbk,3423
2016,7,ilcbk,4313
2016,7,ilnbk,26626
2016,7,ilsbk,2673
2016,7,innbk,7455
2016,7,insbk,10426
2016,7,ksbk,3973
2016,7,kyebk,5741
2016,7,kywbk,5092
2016,7,laebk,1617
2016,7,lambk,887
2016,7,lawbk,2203
2016,7,mabk,6252
2016,7,mdbk,12474
2016,7,mebk,1462
2016,7,miebk,18989
2016,7,miwbk,5758
2016,7,mnbk,8335
2016,7,moebk,7491
2016,7,mowbk,5350
2016,7,msnbk,2061
2016,7,mssbk,3648
2016,7,mtbk,1187
2016,7,ncebk,2493
2016,7,ncmbk,1819
2016,7,ncwbk,2391
2016,7,ndbk,580
2016,7,nebk,2830
2016,7,nhbk,1873
2016,7,njbk,17538
2016,7,nmbk,3015
2016,7,nmibk,23
2016,7,nvbk,7091
2016,7,nyebk,8808
2016,7,nynbk,4997
2016,7,nysbk,5611
2016,7,nywbk,3048
2016,7,ohnbk,16311
2016,7,ohsbk,12414
2016,7,okebk,1256
2016,7,oknbk,2224
2016,7,okwbk,4284
2016,7,orbk,7531
2016,7,paebk,5085
2016,7,pambk,3582
2016,7,pawbk,4687
2016,7,prbk,5068
2016,7,scbk,2881
2016,7,sdbk,971
2016,7,tnebk,6543
2016,7,tnmbk,5175
2016,7,tnwbk,3964
2016,7,txebk,2291
2016,7,txnbk,5452
2016,7,txsbk,3496
2016,7,txwbk,4160
2016,7,utbk,7228
2016,7,vaebk,10613
2016,7,vawbk,3569
2016,7,vibk,123
2016,7,vtbk,504
2016,7,waebk,3180
2016,7,wawbk,9375
2016,7,wiebk,8768
2016,7,wiwbk,3747
2016,7,wvnbk,1149
2016,7,wvsbk,1797
2016,7,wybk,832
2017,11,akbk,188
2017,11,almbk,12
2017,11,alnbk,23
2017,11,alsbk,18
2017,11,arebk,10
2017,11,arwbk,11
2017,11,azbk,172
2017,11,cacbk,375
2017,11,caebk,5
2017,11,canbk,70
2017,11,casbk,34
2017,11,cobk,83
2017,11,ctbk,39
2017,11,dcbk,10
2017,11,debk,388
2017,11,flmbk,276
2017,11,flnbk,24
2017,11,flsbk,215
2017,11,gambk,34
2017,11,ganbk,103
2017,11,gasbk,9
2017,11,gubk,24
2017,11,hibk,6
2017,11,ianbk,16
2017,11,iasbk,6
2017,11,idbk,13
2017,11,ilcbk,7
2017,11,ilnbk,115
2017,11,ilsbk,14
2017,11,innbk,20
2017,11,insbk,42
2017,11,ksbk,40
2017,11,kyebk,11
2017,11,kywbk,13
2017,11,laebk,40
2017,11,lambk,4
2017,11,lawbk,67
2017,11,mabk,96
2017,11,mdbk,91
2017,11,mebk,12
2017,11,miebk,71
2017,11,miwbk,7
2017,11,mnbk,41
2017,11,moebk,46
2017,11,mowbk,28
2017,11,msnbk,19
2017,11,mssbk,23
2017,11,mtbk,13
2017,11,ncebk,77
2017,11,ncmbk,17
2017,11,ncwbk,31
2017,11,ndbk,6
2017,11,nebk,14
2017,11,nhbk,11
2017,11,njbk,320
2017,11,nmbk,30
2017,11,nmibk,4
2017,11,nvbk,181
2017,11,nyebk,241
2017,11,nynbk,42
2017,11,nysbk,541
2017,11,nywbk,41
2017,11,ohnbk,32
2017,11,ohsbk,17
2017,11,okebk,1
2017,11,oknbk,5
2017,11,okwbk,18
2017,11,orbk,22
2017,11,paebk,81
2017,11,pambk,24
2017,11,pawbk,98
2017,11,prbk,148
2017,11,scbk,25
2017,11,sdbk,4
2017,11,tnebk,35
2017,11,tnmbk,48
2017,11,tnwbk,37
2017,11,txebk,84
2017,11,txnbk,294
2017,11,txsbk,461
2017,11,txwbk,83
2017,11,utbk,21
2017,11,vaebk,107
2017,11,vawbk,14
2017,11,vtbk,3
2017,11,waebk,10
2017,11,wawbk,71
2017,11,wiebk,14
2017,11,wiwbk,23
2017,11,wvnbk,14
2017,11,wvsbk,25
2017,11,wybk,3
2017,12,akbk,6
2017,12,almbk,2
2017,12,alnbk,7
2017,12,arebk,6
2017,12,arwbk,7
2017,12,azbk,6
2017,12,cacbk,3
2017,12,caebk,3
2017,12,canbk,19
2017,12,casbk,1
2017,12,cobk,1
2017,12,ctbk,2
2017,12,dcbk,4
2017,12,debk,1
2017,12,flmbk,9
2017,12,flnbk,3
2017,12,flsbk,1
2017,12,gambk,27
2017,12,ganbk,6
2017,12,gasbk,8
2017,12,hibk,2
2017,12,ianbk,12
2017,12,iasbk,2
2017,12,idbk,7
2017,12,ilcbk,2
2017,12,ilnbk,2
2017,12,ilsbk,5
2017,12,innbk,2
2017,12,insbk,10
2017,12,ksbk,22
2017,12,kyebk,4
2017,12,kywbk,9
2017,12,lambk,1
2017,12,lawbk,16
2017,12,mabk,10
2017,12,mdbk,4
2017,12,mebk,1
2017,12,miebk,11
2017,12,miwbk,4
2017,12,mnbk,12
2017,12,moebk,1
2017,12,mowbk,1
2017,12,msnbk,10
2017,12,mssbk,1
2017,12,mtbk,8
2017,12,ncebk,4
2017,12,ncmbk,3
2017,12,ncwbk,3
2017,12,ndbk,1
2017,12,nebk,14
2017,12,njbk,5
2017,12,nmbk,2
2017,12,nynbk,5
2017,12,nysbk,1
2017,12,nywbk,4
2017,12,ohnbk,4
2017,12,ohsbk,3
2017,12,oknbk,1
2017,12,okwbk,2
2017,12,orbk,5
2017,12,paebk,1
2017,12,pambk,1
2017,12,pawbk,5
2017,12,prbk,19
2017,12,scbk,5
2017,12,sdbk,10
2017,12,tnebk,5
2017,12,tnmbk,2
2017,12,tnwbk,2
2017,12,txebk,2
2017,12,txnbk,12
2017,12,txsbk,3
2017,12,txwbk,4
2017,12,vaebk,6
2017,12,vawbk,3
2017,12,vtbk,9
2017,12,waebk,1
2017,12,wawbk,6
2017,12,wiebk,14
2017,12,wiwbk,24
2017,12,wvsbk,2
2017,12,wybk,1
2017,13,akbk,2567
2017,13,almbk,5857
2017,13,alnbk,6584
2017,13,alsbk,3305
2017,13,arebk,3714
2017,13,arwbk,1314
2017,13,azbk,4081
2017,13,cacbk,9599
2017,13,caebk,76
2017,13,canbk,3491
2017,13,casbk,1573
2017,13,cobk,2583
2017,13,ctbk,1049
2017,13,dcbk,212
2017,13,debk,858
2017,13,flmbk,6824
2017,13,flnbk,451
2017,13,flsbk,7645
2017,13,gambk,5522
2017,13,ganbk,14214
2017,13,gasbk,5123
2017,13,gubk,207
2017,13,hibk,444
2017,13,ianbk,130
2017,13,iasbk,298
2017,13,idbk,406
2017,13,ilcbk,922
2017,13,ilnbk,18372
2017,13,ilsbk,1046
2017,13,innbk,2565
2017,13,insbk,4401
2017,13,ksbk,2728
2017,13,kyebk,2153
2017,13,kywbk,2345
2017,13,laebk,1762
2017,13,lambk,533
2017,13,lawbk,6500
2017,13,mabk,2551
2017,13,mdbk,5064
2017,13,mebk,413
2017,13,miebk,5243
2017,13,miwbk,1199
2017,13,mnbk,1553
2017,13,moebk,3365
2017,13,mowbk,2473
2017,13,msnbk,2760
2017,13,mssbk,3308
2017,13,mtbk,182
2017,13,ncebk,3979
2017,13,ncmbk,2138
2017,13,ncwbk,1805
2017,13,ndbk,92
2017,13,nebk,1252
2017,13,nhbk,488
2017,13,njbk,9053
2017,13,nmbk,261
2017,13,nmibk,5
2017,13,nvbk,1804
2017,13,nyebk,4819
2017,13,nynbk,1174
2017,13,nysbk,1800
2017,13,nywbk,1307
2017,13,ohnbk,3799
2017,13,ohsbk,5062
2017,13,okebk,131
2017,13,oknbk,256
2017,13,okwbk,1051
2017,13,orbk,1979
2017,13,paebk,4050
2017,13,pambk,1905
2017,13,pawbk,2631
2017,13,prbk,4806
2017,13,scbk,3569
2017,13,sdbk,140
2017,13,tnebk,4805
2017,13,tnmbk,4345
2017,13,tnwbk,10549
2017,13,txebk,2677
2017,13,txnbk,5905
2017,13,txsbk,5661
2017,13,txwbk,3582
2017,13,utbk,4447
2017,13,vaebk,6645
2017,13,vawbk,1976
2017,13,vibk,40
2017,13,vtbk,83
2017,13,waebk,863
2017,13,wawbk,3033
2017,13,wiebk,4103
2017,13,wiwbk,683
2017,13,wvnbk,155
2017,13,wvsbk,189
2017,13,wybk,90
2017,7,akbk,12934
2017,7,almbk,2300
2017,7,alnbk,7489
2017,7,alsbk,1598
2017,7,arebk,3562
