year,chapter,district,case_count
2011,11,vtbk,1
2011,11,waebk,45
2011,11,wawbk,249
2011,11,wiebk,47
2011,11,wiwbk,40
2011,11,wvnbk,8
2011,11,wvsbk,31
2011,11,wybk,12
2011,12,akbk,10
2011,12,almbk,4
2011,12,alnbk,8
2011,12,alsbk,2
2011,12,arebk,3
2011,12,arwbk,15
2011,12,azbk,16
2011,12,cacbk,6
2011,12,caebk,2
2011,12,canbk,27
2011,12,casbk,2
2011,12,cobk,4
2011,12,dcbk,3
2011,12,debk,1
2011,12,flmbk,14
2011,12,flnbk,1
2011,12,flsbk,6
2011,12,gambk,24
2011,12,ganbk,8
2011,12,gasbk,8
2011,12,ianbk,8
2011,12,iasbk,4
2011,12,idbk,12
2011,12,ilcbk,1
2011,12,ilnbk,2
2011,12,ilsbk,3
2011,12,innbk,2
2011,12,insbk,4
2011,12,ksbk,27
2011,12,kyebk,2
2011,12,kywbk,3
2011,12,lawbk,10
2011,12,mabk,38
2011,12,mdbk,3
2011,12,mebk,1
2011,12,miebk,8
2011,12,miwbk,13
2011,12,mnbk,10
2011,12,moebk,4
2011,12,mowbk,6
2011,12,msnbk,5
2011,12,mtbk,8
2011,12,ncebk,9
2011,12,ncwbk,6
2011,12,nebk,15
2011,12,njbk,3
2011,12,nmbk,2
2011,12,nvbk,5
2011,12,nynbk,10
2011,12,nysbk,3
2011,12,nywbk,3
2011,12,ohnbk,2
2011,12,ohsbk,11
2011,12,okebk,7
2011,12,oknbk,2
2011,12,okwbk,7
2011,12,orbk,19
2011,12,paebk,7
2011,12,pambk,3
2011,12,pawbk,5
2011,12,prbk,44
2011,12,scbk,4
2011,12,sdbk,5
2011,12,tnebk,14
2011,12,tnmbk,4
2011,12,tnwbk,2
2011,12,txebk,4
2011,12,txnbk,10
2011,12,txsbk,5
2011,12,txwbk,5
2011,12,utbk,4
2011,12,vaebk,5
2011,12,vawbk,3
2011,12,vtbk,4
2011,12,waebk,7
2011,12,wawbk,3
2011,12,wiebk,10
2011,12,wiwbk,14
2011,12,wvnbk,1
2011,12,wvsbk,1
2011,12,wybk,1
2011,13,akbk,4837
2011,13,almbk,5256
2011,13,alnbk,8249
2011,13,alsbk,3496
2011,13,arebk,4225
2011,13,arwbk,2087
2011,13,azbk,11961
2011,13,cacbk,31396
2011,13,caebk,127
2011,13,canbk,9645
2011,13,casbk,4020
2011,13,cobk,4688
2011,13,ctbk,812
2011,13,dcbk,452
2011,13,debk,1001
2011,13,flmbk,12562
2011,13,flnbk,488
2011,13,flsbk,9445
2011,13,gambk,6954
2011,13,ganbk,20462
2011,13,gasbk,6921
2011,13,gubk,164
2011,13,hibk,741
2011,13,ianbk,121
2011,13,iasbk,456
2011,13,idbk,821
2011,13,ilcbk,1632
2011,13,ilnbk,13008
2011,13,ilsbk,1850
2011,13,innbk,3079
2011,13,insbk,6279
2011,13,ksbk,2892
2011,13,kyebk,2467
2011,13,kywbk,2536
2011,13,laebk,1902
2011,13,lambk,869
2011,13,lawbk,7873
2011,13,mabk,4397
2011,13,mdbk,4317
2011,13,mebk,964
2011,13,miebk,6790
2011,13,miwbk,1651
2011,13,mnbk,2600
2011,13,moebk,4035
2011,13,mowbk,3509
2011,13,msnbk,2898
2011,13,mssbk,2981
2011,13,mtbk,341
2011,13,ncebk,6208
2011,13,ncmbk,2857
2011,13,ncwbk,2021
2011,13,ndbk,132
2011,13,nebk,1802
2011,13,nhbk,709
2011,13,njbk,7241
2011,13,nmbk,375
2011,13,nmibk,2
2011,13,nvbk,5002
2011,13,nyebk,1772
2011,13,nynbk,1923
2011,13,nysbk,1637
2011,13,nywbk,1854
2011,13,ohnbk,5516
2011,13,ohsbk,8035
2011,13,okebk,197
2011,13,oknbk,371
2011,13,okwbk,1435
2011,13,orbk,3655
2011,13,paebk,4066
2011,13,pambk,2395
2011,13,pawbk,2685
2011,13,prbk,6719
2011,13,scbk,3960
2011,13,sdbk,183
2011,13,tnebk,5624
2011,13,tnmbk,4811
2011,13,tnwbk,11846
2011,13,txebk,3020
2011,13,txnbk,9038
2011,13,txsbk,8512
2011,13,txwbk,5084
2011,13,utbk,5907
2011,13,vaebk,7948
2011,13,vawbk,2105
2011,13,vibk,24
2011,13,vtbk,192
2011,13,waebk,1292
2011,13,wawbk,5075
2011,13,wiebk,4119
2011,13,wiwbk,944
2011,13,wvnbk,259
2011,13,wvsbk,269
2011,13,wybk,235
2011,7,akbk,33853
2011,7,almbk,2551
2011,7,alnbk,9564
2011,7,alsbk,2095
2011,7,arebk,4769
2011,7,arwbk,4128
2011,7,azbk,24410
2011,7,cacbk,107608
2011,7,caebk,885
2011,7,canbk,41662
2011,7,casbk,18137
2011,7,cobk,26276
2011,7,ctbk,9307
2011,7,dcbk,3355
2011,7,debk,2767
2011,7,flmbk,43923
2011,7,flnbk,4179
2011,7,flsbk,28625
2011,7,gambk,5089
2011,7,ganbk,33135
2011,7,gasbk,2783
2011,7,gubk,868
2011,7,hibk,2792
2011,7,ianbk,2918
2011,7,iasbk,4787
2011,7,idbk,7032
2011,7,ilcbk,7531
2011,7,ilnbk,47742
2011,7,ilsbk,3645
2011,7,innbk,13375
2011,7,insbk,18387
2011,7,ksbk,7410
2011,7,kyebk,8579
2011,7,kywbk,8928
2011,7,laebk,2517
2011,7,lambk,1217
2011,7,lawbk,3541
2011,7,mabk,16646
2011,7,mdbk,22364
2011,7,mebk,4114
2011,7,miebk,39182
2011,7,miwbk,12796
2011,7,mnbk,17233
2011,7,moebk,12246
2011,7,mowbk,10554
2011,7,msnbk,3287
2011,7,mssbk,4740
2011,7,mtbk,2338
2011,7,ncebk,3920
2011,7,ncmbk,3400
2011,7,ncwbk,5700
2011,7,ndbk,1214
2011,7,nebk,5203
2011,7,nhbk,4531
2011,7,njbk,32200
2011,7,nmbk,5475
2011,7,nmibk,27
2011,7,nvbk,20767
2011,7,nyebk,18686
2011,7,nynbk,8036
2011,7,nysbk,10483
2011,7,nywbk,5531
2011,7,ohnbk,26851
2011,7,ohsbk,20860
2011,7,okebk,1909
2011,7,oknbk,3567
2011,7,okwbk,5959
2011,7,orbk,14566
2011,7,paebk,9772
2011,7,pambk,6903
2011,7,pawbk,9361
2011,7,prbk,4892
2011,7,scbk,4347
2011,7,sdbk,1737
2011,7,tnebk,10641
2011,7,tnmbk,8605
2011,7,tnwbk,5981
2011,7,txebk,4032
2011,7,txnbk,9786
2011,7,txsbk,6512
2011,7,txwbk,7146
2011,7,utbk,13070
2011,7,vaebk,18424
2011,7,vawbk,5836
2011,7,vibk,122
2011,7,vtbk,1046
2011,7,waebk,5146
2011,7,wawbk,21085
2011,7,wiebk,15660
2011,7,wiwbk,7324
2011,7,wvnbk,2135
2011,7,wvsbk,2405
2011,7,wybk,1221
2012,11,akbk,457
2012,11,almbk,16
2012,11,alnbk,50
2012,11,alsbk,34
2012,11,arebk,25
2012,11,arwbk,18
2012,11,azbk,230
2012,11,cacbk,904
2012,11,caebk,2
2012,11,canbk,173
2012,11,casbk,86
2012,11,cobk,120
2012,11,ctbk,113
2012,11,dcbk,24
2012,11,debk,470
2012,11,flmbk,512
2012,11,flnbk,54
2012,11,flsbk,317
2012,11,gambk,44
2012,11,ganbk,231
2012,11,gasbk,62
2012,11,gubk,32
2012,11,hibk,9
2012,11,ianbk,7
2012,11,iasbk,10
2012,11,idbk,31
2012,11,ilcbk,22
2012,11,ilnbk,288
2012,11,ilsbk,12
2012,11,innbk,34
2012,11,insbk,73
2012,11,ksbk,41
2012,11,kyebk,25
2012,11,kywbk,38
2012,11,laebk,28
2012,11,lambk,12
2012,11,lawbk,37
2012,11,mabk,160
2012,11,mdbk,144
2012,11,mebk,32
2012,11,miebk,209
2012,11,miwbk,28
2012,11,mnbk,43
2012,11,moebk,39
2012,11,mowbk,72
2012,11,msnbk,29
2012,11,mssbk,36
2012,11,mtbk,29
2012,11,ncebk,161
2012,11,ncmbk,16
2012,11,ncwbk,66
2012,11,ndbk,3
2012,11,nebk,15
2012,11,nhbk,24
2012,11,njbk,254
2012,11,nmbk,41
2012,11,nmibk,6
2012,11,nvbk,347
2012,11,nyebk,220
2012,11,nynbk,33
2012,11,nysbk,820
2012,11,nywbk,35
2012,11,ohnbk,51
2012,11,ohsbk,40
2012,11,okebk,1
2012,11,oknbk,8
2012,11,okwbk,16
2012,11,orbk,46
2012,11,paebk,104
2012,11,pambk,22
2012,11,pawbk,100
2012,11,prbk,187
2012,11,scbk,75
2012,11,sdbk,4
2012,11,tnebk,59
2012,11,tnmbk,94
2012,11,tnwbk,46
2012,11,txebk,85
2012,11,txnbk,229
2012,11,txsbk,188
2012,11,txwbk,138
2012,11,utbk,55
2012,11,vaebk,105
2012,11,vawbk,14
2012,11,vibk,2
2012,11,vtbk,3
2012,11,waebk,17
2012,11,wawbk,184
2012,11,wiebk,43
2012,11,wiwbk,43
2012,11,wvnbk,7
2012,11,wvsbk,20
2012,11,wybk,14
2012,12,akbk,4
2012,12,almbk,1
2012,12,alnbk,4
2012,12,arebk,4
2012,12,arwbk,8
2012,12,azbk,18
2012,12,cacbk,6
2012,12,caebk,1
2012,12,canbk,37
2012,12,casbk,1
2012,12,cobk,1
2012,12,ctbk,6
2012,12,dcbk,7
2012,12,debk,1
2012,12,flmbk,14
2012,12,flnbk,1
2012,12,gambk,17
2012,12,ganbk,11
2012,12,gasbk,8
2012,12,hibk,3
2012,12,ianbk,4
2012,12,iasbk,2
2012,12,idbk,12
2012,12,ilcbk,1
2012,12,ilsbk,1
2012,12,innbk,5
2012,12,insbk,2
2012,12,ksbk,11
2012,12,kyebk,7
2012,12,kywbk,5
2012,12,laebk,1
2012,12,lawbk,7
2012,12,mabk,31
2012,12,mdbk,5
2012,12,miebk,9
2012,12,miwbk,5
2012,12,mnbk,11
2012,12,moebk,1
2012,12,mowbk,3
2012,12,msnbk,4
2012,12,mssbk,1
2012,12,mtbk,2
2012,12,ncebk,9
2012,12,ncmbk,1
2012,12,ncwbk,7
2012,12,ndbk,1
2012,12,nebk,5
2012,12,njbk,1
2012,12,nmbk,1
2012,12,nvbk,1
2012,12,nyebk,1
2012,12,nynbk,23
2012,12,nysbk,2
2012,12,nywbk,2
2012,12,ohnbk,5
2012,12,ohsbk,1
2012,12,okebk,2
2012,12,oknbk,2
2012,12,okwbk,6
2012,12,orbk,8
2012,12,paebk,2
2012,12,pambk,6
2012,12,pawbk,10
2012,12,prbk,36
2012,12,scbk,4
2012,12,sdbk,3
2012,12,tnebk,10
2012,12,tnmbk,1
2012,12,tnwbk,1
2012,12,txebk,2
2012,12,txnbk,14
2012,12,txsbk,4
2012,12,txwbk,3
2012,12,vawbk,1
2012,12,vtbk,4
2012,12,waebk,5
2012,12,wawbk,1
2012,12,wiebk,13
2012,12,wiwbk,19
2012,12,wybk,2
2012,13,akbk,3418
2012,13,almbk,5551
2012,13,alnbk,7428
2012,13,alsbk,3054
2012,13,arebk,3833
2012,13,arwbk,1693
2012,13,azbk,10456
2012,13,cacbk,23177
2012,13,caebk,125
2012,13,canbk,7423
2012,13,casbk,3399
2012,13,cobk,4281
2012,13,ctbk,887
2012,13,dcbk,362
2012,13,debk,871
2012,13,flmbk,11285
2012,13,flnbk,508
2012,13,flsbk,8877
2012,13,gambk,6321
2012,13,ganbk,18702
2012,13,gasbk,6339
2012,13,gubk,104
2012,13,hibk,577
2012,13,ianbk,149
2012,13,iasbk,375
2012,13,idbk,668
2012,13,ilcbk,1351
2012,13,ilnbk,15094
2012,13,ilsbk,1576
2012,13,innbk,3120
2012,13,insbk,5606
2012,13,ksbk,2875
2012,13,kyebk,2213
2012,13,kywbk,2549
2012,13,laebk,1773
2012,13,lambk,753
2012,13,lawbk,7386
2012,13,mabk,3969
2012,13,mdbk,3782
2012,13,mebk,841
2012,13,miebk,6064
2012,13,miwbk,1578
2012,13,mnbk,2711
2012,13,moebk,3654
2012,13,mowbk,3230
2012,13,msnbk,2883
2012,13,mssbk,2877
2012,13,mtbk,285
2012,13,ncebk,6059
2012,13,ncmbk,3019
2012,13,ncwbk,2082
2012,13,ndbk,123
2012,13,nebk,1582
2012,13,nhbk,564
2012,13,njbk,6275
2012,13,nmbk,349
2012,13,nmibk,9
2012,13,nvbk,3407
2012,13,nyebk,1466
2012,13,nynbk,1504
2012,13,nysbk,1417
2012,13,nywbk,1552
2012,13,ohnbk,4463
2012,13,ohsbk,6986
2012,13,okebk,176
2012,13,oknbk,370
2012,13,okwbk,1211
2012,13,orbk,3312
2012,13,paebk,3882
2012,13,pambk,2262
2012,13,pawbk,2536
2012,13,prbk,6057
2012,13,scbk,4133
2012,13,sdbk,142
2012,13,tnebk,5476
2012,13,tnmbk,4380
2012,13,tnwbk,12278
2012,13,txebk,2993
2012,13,txnbk,8957
2012,13,txsbk,7772
2012,13,txwbk,4832
2012,13,utbk,5019
2012,13,vaebk,7440
2012,13,vawbk,1962
2012,13,vibk,33
2012,13,vtbk,183
2012,13,waebk,1113
2012,13,wawbk,4043
2012,13,wiebk,4495
2012,13,wiwbk,917
2012,13,wvnbk,202
2012,13,wvsbk,217
2012,13,wybk,184
2012,7,akbk,26266
2012,7,almbk,2373
2012,7,alnbk,8476
2012,7,alsbk,1721
2012,7,arebk,4038
2012,7,arwbk,3442
2012,7,azbk,18258
2012,7,cacbk,88014
2012,7,caebk,713
2012,7,canbk,31858
2012,7,casbk,14877
2012,7,cobk,23176
2012,7,ctbk,7564
2012,7,dcbk,2732
2012,7,debk,2487
2012,7,flmbk,35774
2012,7,flnbk,3330
2012,7,flsbk,23621
2012,7,gambk,4383
2012,7,ganbk,28420
2012,7,gasbk,2615
2012,7,gubk,778
2012,7,hibk,2084
2012,7,ianbk,2347
2012,7,iasbk,3841
2012,7,idbk,5984
2012,7,ilcbk,6457
2012,7,ilnbk,41928
2012,7,ilsbk,3217
2012,7,innbk,11413
2012,7,insbk,16263
2012,7,ksbk,6376
2012,7,kyebk,7579
2012,7,kywbk,8040
2012,7,laebk,2181
2012,7,lambk,1134
2012,7,lawbk,3042
2012,7,mabk,13683
2012,7,mdbk,20138
2012,7,mebk,3367
2012,7,miebk,32879
2012,7,miwbk,10751
2012,7,mnbk,14899
2012,7,moebk,11332
2012,7,mowbk,8906
2012,7,msnbk,2764
2012,7,mssbk,4215
2012,7,mtbk,1861
2012,7,ncebk,3247
2012,7,ncmbk,2783
2012,7,ncwbk,4720
2012,7,ndbk,933
2012,7,nebk,4269
2012,7,nhbk,3654
2012,7,njbk,26910
2012,7,nmbk,4547
2012,7,nmibk,31
2012,7,nvbk,15687
2012,7,nyebk,16120
2012,7,nynbk,7013
2012,7,nysbk,8947
2012,7,nywbk,4777
2012,7,ohnbk,22442
2012,7,ohsbk,18190
2012,7,okebk,1723
2012,7,oknbk,3263
2012,7,okwbk,5494
2012,7,orbk,12700
2012,7,paebk,8579
2012,7,pambk,5694
2012,7,pawbk,7203
2012,7,prbk,4449
2012,7,scbk,3881
2012,7,sdbk,1472
2012,7,tnebk,8929
2012,7,tnmbk,7862
2012,7,tnwbk,5520
2012,7,txebk,3378
2012,7,txnbk,8897
2012,7,txsbk,5511
2012,7,txwbk,6386
2012,7,utbk,11471
2012,7,vaebk,15945
2012,7,vawbk,5180
2012,7,vibk,118
2012,7,vtbk,862
2012,7,waebk,4591
2012,7,wawbk,18743
2012,7,wiebk,14174
2012,7,wiwbk,6248
2012,7,wvnbk,1587
2012,7,wvsbk,2076
2012,7,wybk,1107
2013,11,akbk,383
2013,11,almbk,24
2013,11,alnbk,54
2013,11,alsbk,20
2013,11,arebk,25
2013,11,arwbk,30
2013,11,azbk,237
2013,11,cacbk,690
2013,11,caebk,7
2013,11,canbk,124
2013,11,casbk,72
2013,11,cobk,130
2013,11,ctbk,96
2013,11,dcbk,21
2013,11,debk,908
2013,11,flmbk,439
2013,11,flnbk,44
2013,11,flsbk,299
2013,11,gambk,39
2013,11,ganbk,228
2013,11,gasbk,45
2013,11,gubk,27
2013,11,hibk,22
2013,11,ianbk,3
2013,11,iasbk,13
2013,11,idbk,23
2013,11,ilcbk,34
2013,11,ilnbk,288
2013,11,ilsbk,7
2013,11,innbk,41
2013,11,insbk,76
2013,11,ksbk,49
2013,11,kyebk,38
2013,11,kywbk,40
2013,11,laebk,30
2013,11,lambk,6
2013,11,lawbk,31
2013,11,mabk,103
2013,11,mdbk,179
2013,11,mebk,31
2013,11,miebk,154
2013,11,miwbk,23
2013,11,mnbk,44
2013,11,moebk,130
2013,11,mowbk,39
2013,11,msnbk,26
2013,11,mssbk,19
2013,11,mtbk,12
2013,11,ncebk,112
2013,11,ncmbk,18
2013,11,ncwbk,51
2013,11,ndbk,4
2013,11,nebk,30
2013,11,nhbk,11
2013,11,njbk,245
2013,11,nmbk,31
2013,11,nmibk,1
2013,11,nvbk,272
2013,11,nyebk,219
2013,11,nynbk,32
2013,11,nysbk,342
2013,11,nywbk,37
2013,11,ohnbk,45
2013,11,ohsbk,46
2013,11,okebk,2
2013,11,oknbk,4
2013,11,okwbk,16
2013,11,orbk,32
2013,11,paebk,128
2013,11,pambk,29
2013,11,pawbk,94
2013,11,prbk,211
2013,11,scbk,63
2013,11,sdbk,3
2013,11,tnebk,58
2013,11,tnmbk,80
2013,11,tnwbk,53
2013,11,txebk,68
2013,11,txnbk,201
2013,11,txsbk,186
2013,11,txwbk,136
2013,11,utbk,38
2013,11,vaebk,126
2013,11,vawbk,24
2013,11,vibk,1
2013,11,vtbk,1
2013,11,waebk,24
2013,11,wawbk,153
2013,11,wiebk,29
2013,11,wiwbk,24
2013,11,wvnbk,10
2013,11,wvsbk,22
2013,11,wybk,12
2013,12,akbk,2
2013,12,almbk,3
2013,12,alnbk,2
2013,12,arebk,3
2013,12,arwbk,10
2013,12,azbk,14
2013,12,cacbk,4
2013,12,canbk,23
2013,12,cobk,5
2013,12,ctbk,2
2013,12,dcbk,7
2013,12,flmbk,10
2013,12,flnbk,4
2013,12,flsbk,5
2013,12,gambk,7
2013,12,ganbk,9
2013,12,gasbk,2
2013,12,ianbk,5
2013,12,iasbk,1
2013,12,idbk,4
2013,12,ilsbk,2
2013,12,innbk,5
2013,12,insbk,3
2013,12,ksbk,10
2013,12,kyebk,1
2013,12,kywbk,4
2013,12,lawbk,4
2013,12,mabk,25
2013,12,mdbk,4
2013,12,miebk,14
2013,12,miwbk,8
2013,12,mnbk,10
2013,12,mowbk,4
2013,12,mssbk,1
2013,12,mtbk,2
2013,12,ncebk,1
2013,12,ncmbk,1
2013,12,ncwbk,4
2013,12,nebk,8
2013,12,njbk,1
2013,12,nmbk,1
2013,12,nvbk,2
2013,12,nynbk,8
2013,12,nysbk,1
2013,12,nywbk,3
2013,12,ohnbk,5
2013,12,ohsbk,1
2013,12,okebk,2
2013,12,oknbk,1
2013,12,okwbk,12
2013,12,orbk,9
2013,12,paebk,6
2013,12,pambk,4
2013,12,pawbk,7
2013,12,prbk,21
2013,12,scbk,5
2013,12,sdbk,4
2013,12,tnebk,8
2013,12,tnmbk,5
2013,12,txnbk,2
2013,12,txsbk,1
2013,12,txwbk,2
2013,12,utbk,1
2013,12,vawbk,3
2013,12,vtbk,1
2013,12,waebk,2
2013,12,wawbk,1
2013,12,wiebk,3
2013,12,wiwbk,20
2013,12,wvsbk,1
2013,13,akbk,3101
2013,13,almbk,5641
2013,13,alnbk,7070
2013,13,alsbk,3025
2013,13,arebk,4108
2013,13,arwbk,1749
2013,13,azbk,8230
2013,13,cacbk,14463
2013,13,caebk,91
2013,13,canbk,5686
2013,13,casbk,2543
2013,13,cobk,3642
2013,13,ctbk,866
2013,13,dcbk,325
2013,13,debk,662
2013,13,flmbk,10571
2013,13,flnbk,433
2013,13,flsbk,9862
2013,13,gambk,6257
2013,13,ganbk,16086
2013,13,gasbk,6331
2013,13,gubk,110
2013,13,hibk,548
2013,13,ianbk,100
2013,13,iasbk,340
2013,13,idbk,475
2013,13,ilcbk,1403
2013,13,ilnbk,17345
2013,13,ilsbk,1724
2013,13,innbk,2894
2013,13,insbk,5467
2013,13,ksbk,2917
2013,13,kyebk,2141
2013,13,kywbk,2338
2013,13,laebk,1652
2013,13,lambk,667
2013,13,lawbk,7550
2013,13,mabk,2443
2013,13,mdbk,4520
2013,13,mebk,671
2013,13,miebk,5427
2013,13,miwbk,1434
2013,13,mnbk,2294
2013,13,moebk,4144
2013,13,mowbk,2816
2013,13,msnbk,3133
2013,13,mssbk,3207
2013,13,mtbk,219
2013,13,ncebk,5540
2013,13,ncmbk,2754
2013,13,ncwbk,2074
2013,13,ndbk,89
2013,13,nebk,1499
2013,13,nhbk,481
2013,13,njbk,5658
2013,13,nmbk,335
2013,13,nmibk,6
2013,13,nvbk,2221
2013,13,nyebk,1375
2013,13,nynbk,1336
2013,13,nysbk,1269
2013,13,nywbk,1557
2013,13,ohnbk,4770
2013,13,ohsbk,5984
2013,13,okebk,150
2013,13,oknbk,311
2013,13,okwbk,1100
2013,13,orbk,2443
2013,13,paebk,4413
2013,13,pambk,2005
2013,13,pawbk,2642
2013,13,prbk,6332
2013,13,scbk,4157
2013,13,sdbk,115
2013,13,tnebk,5508
2013,13,tnmbk,4218
2013,13,tnwbk,12233
2013,13,txebk,2820
2013,13,txnbk,7667
2013,13,txsbk,6720
2013,13,txwbk,4333
2013,13,utbk,4429
2013,13,vaebk,6885
2013,13,vawbk,1880
2013,13,vibk,25
2013,13,vtbk,164
2013,13,waebk,1024
2013,13,wawbk,3935
2013,13,wiebk,4277
2013,13,wiwbk,886
2013,13,wvnbk,211
2013,13,wvsbk,237
2013,13,wybk,132
2013,7,akbk,22338
2013,7,almbk,2299
2013,7,alnbk,7954
2013,7,alsbk,1619
2013,7,arebk,3714
2013,7,arwbk,2945
2013,7,azbk,13379
2013,7,cacbk,67779
2013,7,caebk,529
2013,7,canbk,24915
2013,7,casbk,11200
2013,7,cobk,20195
2013,7,ctbk,6375
2013,7,dcbk,2222
2013,7,debk,2002
2013,7,flmbk,31551
2013,7,flnbk,2946
2013,7,flsbk,21836
2013,7,gambk,4016
2013,7,ganbk,24988
2013,7,gasbk,2368
2013,7,gubk,718
2013,7,hibk,1743
2013,7,ianbk,2101
2013,7,iasbk,3334
2013,7,idbk,5143
2013,7,ilcbk,5514
2013,7,ilnbk,38679
2013,7,ilsbk,3152
2013,7,innbk,10970
2013,7,insbk,15098
2013,7,ksbk,5637
2013,7,kyebk,7098
2013,7,kywbk,7018
2013,7,laebk,2082
2013,7,lambk,1148
2013,7,lawbk,2819
2013,7,mabk,10683
2013,7,mdbk,18492
2013,7,mebk,2674
2013,7,miebk,27571
2013,7,miwbk,9423
2013,7,mnbk,12660
2013,7,moebk,10705
2013,7,mowbk,8432
2013,7,msnbk,2496
2013,7,mssbk,4085
2013,7,mtbk,1617
2013,7,ncebk,2778
2013,7,ncmbk,2357
2013,7,ncwbk,3774
2013,7,ndbk,779
2013,7,nebk,3823
2013,7,nhbk,3055
2013,7,njbk,22985
2013,7,nmbk,4135
2013,7,nmibk,23
2013,7,nvbk,11996
2013,7,nyebk,12795
2013,7,nynbk,6481
2013,7,nysbk,7681
2013,7,nywbk,4146
2013,7,ohnbk,21605
2013,7,ohsbk,16271
2013,7,okebk,1502
2013,7,oknbk,2875
2013,7,okwbk,5004
2013,7,orbk,11201
2013,7,paebk,7443
2013,7,pambk,4850
2013,7,pawbk,6001
2013,7,prbk,4506
2013,7,scbk,3403
2013,7,sdbk,1244
2013,7,tnebk,8059
2013,7,tnmbk,7332
2013,7,tnwbk,5379
2013,7,txebk,3081
2013,7,txnbk,7497
2013,7,txsbk,4602
2013,7,txwbk,5552
2013,7,utbk,10471
2013,7,vaebk,13242
2013,7,vawbk,4436
2013,7,vibk,132
2013,7,vtbk,766
2013,7,waebk,4204
2013,7,wawbk,16407
2013,7,wiebk,12756
2013,7,wiwbk,5478
2013,7,wvnbk,1406
2013,7,wvsbk,1880
2013,7,wybk,1097
2014,11,akbk,273
2014,11,almbk,6
2014,11,alnbk,35
2014,11,alsbk,28
2014,11,arebk,9
2014,11,arwbk,27
2014,11,azbk,193
2014,11,cacbk,524
2014,11,caebk,3
2014,11,canbk,89
2014,11,casbk,61
2014,11,cobk,65
2014,11,ctbk,89
2014,11,dcbk,11
2014,11,debk,519
2014,11,flmbk,346
2014,11,flnbk,42
2014,11,flsbk,284
2014,11,gambk,35
2014,11,ganbk,166
2014,11,gasbk,16
2014,11,gubk,38
2014,11,hibk,11
2014,11,ianbk,4
2014,11,iasbk,14
2014,11,idbk,17
2014,11,ilcbk,7
2014,11,ilnbk,207
2014,11,ilsbk,10
2014,11,innbk,24
2014,11,insbk,80
2014,11,ksbk,30
2014,11,kyebk,11
2014,11,kywbk,32
2014,11,laebk,31
2014,11,lambk,9
2014,11,lawbk,63
2014,11,mabk,89
2014,11,mdbk,128
2014,11,mebk,27
2014,11,miebk,116
2014,11,miwbk,29
2014,11,mnbk,39
2014,11,moebk,30
2014,11,mowbk,45
2014,11,msnbk,26
2014,11,mssbk,26
2014,11,mtbk,16
2014,11,ncebk,107
2014,11,ncmbk,20
2014,11,ncwbk,37
2014,11,ndbk,3
2014,11,nebk,10
2014,11,nhbk,5
2014,11,njbk,261
2014,11,nmbk,24
2014,11,nvbk,197
2014,11,nyebk,192
2014,11,nynbk,18
2014,11,nysbk,426
2014,11,nywbk,40
2014,11,ohnbk,40
2014,11,ohsbk,35
2014,11,okebk,4
2014,11,oknbk,3
2014,11,okwbk,16
2014,11,orbk,34
2014,11,paebk,104
2014,11,pambk,32
2014,11,pawbk,86
2014,11,prbk,199
2014,11,scbk,33
2014,11,sdbk,3
2014,11,tnebk,40
2014,11,tnmbk,66
2014,11,tnwbk,33
2014,11,txebk,55
2014,11,txnbk,188
2014,11,txsbk,155
2014,11,txwbk,81
2014,11,utbk,14
2014,11,vaebk,117
2014,11,vawbk,9
2014,11,waebk,20
2014,11,wawbk,127
2014,11,wiebk,24
2014,11,wiwbk,27
2014,11,wvnbk,6
2014,11,wvsbk,19
2014,11,wybk,9
2014,12,akbk,8
2014,12,alsbk,1
2014,12,arebk,3
2014,12,arwbk,6
2014,12,azbk,15
2014,12,cacbk,3
2014,12,caebk,1
2014,12,canbk,15
2014,12,cobk,2
2014,12,dcbk,8
2014,12,debk,2
2014,12,flmbk,17
2014,12,flnbk,3
2014,12,flsbk,10
2014,12,gambk,9
2014,12,ganbk,13
2014,12,gasbk,1
2014,12,hibk,1
2014,12,ianbk,3
2014,12,iasbk,2
2014,12,idbk,7
2014,12,ilcbk,2
2014,12,ilnbk,2
2014,12,insbk,3
2014,12,ksbk,6
2014,12,kyebk,2
2014,12,kywbk,2
2014,12,lawbk,7
2014,12,mabk,17
2014,12,mdbk,2
2014,12,mebk,2
2014,12,miebk,16
2014,12,miwbk,4
2014,12,mnbk,5
2014,12,moebk,1
2014,12,mowbk,4
2014,12,msnbk,3
2014,12,mssbk,1
2014,12,mtbk,1
2014,12,ncebk,5
2014,12,ncmbk,2
2014,12,nebk,8
2014,12,njbk,3
2014,12,nvbk,1
2014,12,nyebk,3
2014,12,nynbk,9
2014,12,nysbk,1
2014,12,nywbk,4
2014,12,ohsbk,1
2014,12,okebk,2
2014,12,okwbk,5
2014,12,orbk,2
2014,12,paebk,3
2014,12,pambk,1
2014,12,pawbk,7
2014,12,prbk,27
2014,12,scbk,4
2014,12,tnebk,3
2014,12,txebk,2
2014,12,txnbk,8
2014,12,txsbk,3
2014,12,vaebk,1
2014,12,vawbk,2
2014,12,waebk,2
2014,12,wawbk,3
2014,12,wiebk,6
2014,12,wiwbk,15
2014,12,wvsbk,1
2014,12,wybk,1
2014,13,akbk,2318
2014,13,almbk,5778
2014,13,alnbk,5805
2014,13,alsbk,2852
2014,13,arebk,3812
2014,13,arwbk,1547
2014,13,azbk,5669
